P_central,Radius_km,Mass_Msun
0.000254239,12.4954,1.79556
0.000256782,12.4807,1.79742
0.000259349,12.466,1.79927
0.000261943,12.4513,1.8011
0.000264562,12.4366,1.80292
0.000267208,12.4219,1.80472
0.00026988,12.4072,1.80651
0.000272579,12.3925,1.80828
0.000275305,12.3778,1.81004
0.000278058,12.363,1.81178
0.000280838,12.3482,1.81351
0.000283647,12.3335,1.81523
0.000286483,12.3187,1.81692
0.000289348,12.3039,1.81861
0.000292241,12.2892,1.82028
0.000295164,12.2744,1.82193
0.000298115,12.2596,1.82357
0.000301097,12.2448,1.82519
0.000304108,12.23,1.8268
0.000307149,12.2152,1.82839
0.00031022,12.2004,1.82997
0.000313322,12.1856,1.83153
0.000316456,12.1707,1.83308
0.00031962,12.1559,1.83461
0.000322816,12.1411,1.83613
0.000326045,12.1262,1.83763
0.000329305,12.1114,1.83912
0.000332598,12.0965,1.84059
0.000335924,12.0817,1.84204
0.000339283,12.0668,1.84348
0.000342676,12.052,1.84491
0.000346103,12.0371,1.84632
0.000349564,12.0222,1.84771
0.000353059,12.0074,1.84909
0.00035659,11.9925,1.85046
0.000360156,11.9776,1.85181
0.000363758,11.9628,1.85314
0.000367395,11.9479,1.85446
0.000371069,11.933,1.85576
0.00037478,11.9181,1.85704
0.000378528,11.9032,1.85832
0.000382313,11.8883,1.85957
0.000386136,11.8734,1.86081
0.000389997,11.8585,1.86204
0.000393897,11.8437,1.86325
0.000397836,11.8288,1.86444
0.000401815,11.8139,1.86562
0.000405833,11.799,1.86678
0.000409891,11.7841,1.86793
0.00041399,11.7692,1.86906
0.00041813,11.7543,1.87018
0.000422311,11.7394,1.87128
0.000426534,11.7245,1.87236
0.0004308,11.7096,1.87343
0.000435108,11.6947,1.87449
0.000439459,11.6798,1.87553
0.000443853,11.6649,1.87655
0.000448292,11.65,1.87756
0.000452775,11.6351,1.87855
0.000457303,11.6203,1.87953
0.000461876,11.6053,1.88049
0.000466494,11.5905,1.88144
0.000471159,11.5756,1.88237
0.000475871,11.5615,1.88329
0.00048063,11.5466,1.88419
0.000485436,11.5317,1.88507
0.00049029,11.5168,1.88594
0.000495193,11.502,1.8868
0.000500145,11.4871,1.88764
0.000505146,11.4722,1.88846
0.000510198,11.4574,1.88927
0.0005153,11.4425,1.89006
0.000520453,11.4277,1.89084
0.000525657,11.4128,1.8916
0.000530914,11.398,1.89235
0.000536223,11.3831,1.89308
0.000541585,11.3683,1.8938
0.000547001,11.3535,1.8945
0.000552471,11.3387,1.89519
0.000557996,11.3239,1.89586
0.000563576,11.3091,1.89652
0.000569212,11.2943,1.89716
0.000574904,11.2795,1.89778
0.000580653,11.2647,1.89839
0.000586459,11.2499,1.89899
0.000592324,11.2351,1.89957
0.000598247,11.2204,1.90014
0.00060423,11.2056,1.90069
0.000610272,11.1908,1.90123
0.000616375,11.1761,1.90175
0.000622538,11.1614,1.90226
0.000628764,11.1466,1.90275
0.000635051,11.1318,1.90322
0.000641402,11.1171,1.90369
0.000647816,11.1024,1.90413
0.000654294,11.0877,1.90457
0.000660837,11.0731,1.90499
0.000667445,11.0584,1.90539
0.00067412,11.0437,1.90578
0.000680861,11.0291,1.90615
0.00068767,11.0144,1.90651
0.000694546,10.9998,1.90686
0.000701492,10.9851,1.90719
0.000708507,10.9705,1.90751
0.000715592,10.9559,1.90781
0.000722748,10.9412,1.9081
0.000729975,10.9267,1.90837
0.000737275,10.9121,1.90863
0.000744648,10.8975,1.90888
0.000752094,10.883,1.90911
0.000759615,10.8684,1.90932
0.000767211,10.8539,1.90953
0.000774883,10.84,1.90972
0.000782632,10.8255,1.90989
0.000790459,10.8104,1.91005
0.000798363,10.7958,1.9102
0.000806347,10.7813,1.91033
0.00081441,10.7669,1.91045
0.000822554,10.7532,1.91056
0.00083078,10.7388,1.91065
0.000839088,10.7243,1.91073
0.000847479,10.7099,1.91079
0.000855953,10.6955,1.91084
0.000864513,10.6811,1.91088
0.000873158,10.6667,1.9109
0.00088189,10.6523,1.91091
0.000890709,10.638,1.91091
0.000899616,10.6236,1.91089
0.000908612,10.6094,1.91086
0.000917698,10.595,1.91082
0.000926875,10.5807,1.91076
0.000936144,10.5664,1.91069
0.000945505,10.5522,1.91061
0.00095496,10.5379,1.91052
0.00096451,10.5238,1.91041
0.000974155,10.5095,1.91029
0.000983896,10.4953,1.91015
0.000993735,10.4812,1.91
